From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
UniRef50_A0A1Q9C2U6	A0A812I5C2	unreviewed	A0A812I5C2_9DINO	Sushi domain-containing protein	SMICCKB8_LOCUS1715	Symbiodinium sp. KB8	640
UniRef50_A0A1Q9C2U6	A0A1Q9C2U6	unreviewed	A0A1Q9C2U6_SYMMI	Sushi domain-containing protein	AK812_SmicGene42719	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	694
UniRef50_A0A1Q9C2Y7	A0A1Q9C2Y7	unreviewed	A0A1Q9C2Y7_SYMMI	Uncharacterized protein	AK812_SmicGene42671	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	826
UniRef50_A0A1Q9C2Z0	A0A1Q9C2Z0	unreviewed	A0A1Q9C2Z0_SYMMI	Calmodulin	CML4 AK812_SmicGene42675	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	4349
UniRef50_A0A1Q9C2Z0	A0A1Q9CJG0	unreviewed	A0A1Q9CJG0_SYMMI	C3H1-type domain-containing protein	AK812_SmicGene36253	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	4884
UniRef50_A0A1Q9C2Z0	A0A1Q9CVP1	unreviewed	A0A1Q9CVP1_SYMMI	C3H1-type domain-containing protein	AK812_SmicGene31829	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	4714
UniRef50_A0A1Q9C2Z0	A0A812VLE2	unreviewed	A0A812VLE2_SYMMI	Uncharacterized protein	SMIC04503_LOCUS19989	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	456
UniRef50_A0A1Q9C323	A0A1Q9C323	unreviewed	A0A1Q9C323_SYMMI	Uncharacterized protein	AK812_SmicGene42638	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3656
UniRef50_A0A1Q9C333	A0A1Q9C333	unreviewed	A0A1Q9C333_SYMMI	Trophinin	TRO AK812_SmicGene42620	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	5891
UniRef50_A0A1Q9C3A6	A0A1Q9C3A6	unreviewed	A0A1Q9C3A6_SYMMI	Ubiquitin-conjugating enzyme E2 6	UBC6 AK812_SmicGene42556	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1218
UniRef50_A0A1Q9C3A6	A0A812Y5X8	unreviewed	A0A812Y5X8_SYMMI	UBC6 protein	UBC6 SMIC04503_LOCUS25557	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	503
UniRef50_A0A1Q9C3B8	A0A812L1E7	unreviewed	A0A812L1E7_9DINO	Uncharacterized protein	SMICCKB8_LOCUS6146	Symbiodinium sp. KB8	1924
UniRef50_A0A1Q9C3B8	A0A1Q9C3B8	unreviewed	A0A1Q9C3B8_SYMMI	Uncharacterized protein	AK812_SmicGene42548	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3389
UniRef50_A0A1Q9C3B8	A0A812IXG8	unreviewed	A0A812IXG8_SYMMI	Uncharacterized protein	SMIC04503_LOCUS1039	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1881
UniRef50_A0A1Q9C3M7	A0A1Q9C3M7	unreviewed	A0A1Q9C3M7_SYMMI	Retrovirus-related Pol polyprotein	POL AK812_SmicGene42408	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1056
UniRef50_A0A1Q9C3P5	A0A812WQB4	unreviewed	A0A812WQB4_9DINO	Calmodulin	GIP SMICCKB8_LOCUS18978	Symbiodinium sp. KB8	3637
UniRef50_A0A1Q9C3P5	A0A1Q9C3P5	unreviewed	A0A1Q9C3P5_SYMMI	Calmodulin	GIP AK812_SmicGene42394	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3937
UniRef50_A0A1Q9C3R3	A0A1Q9C3R3	unreviewed	A0A1Q9C3R3_SYMMI	RNase H type-1 domain-containing protein	AK812_SmicGene42357	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1025
UniRef50_A0A1Q9C3S2	A0A1Q9C3S2	unreviewed	A0A1Q9C3S2_SYMMI	Calmodulin	AK812_SmicGene42361	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	351
UniRef50_A0A1Q9C472	A0A1Q9C455	unreviewed	A0A1Q9C455_SYMMI	C3H1-type domain-containing protein	AK812_SmicGene42232	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	976
UniRef50_A0A1Q9C472	A0A1Q9C472	unreviewed	A0A1Q9C472_SYMMI	C3H1-type domain-containing protein	AK812_SmicGene42217	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1143
UniRef50_A0A1Q9C4E8	A0A812KIR2	unreviewed	A0A812KIR2_9DINO	TY5A protein	TY5A SMICCKB8_LOCUS5289	Symbiodinium sp. KB8	1694
UniRef50_A0A1Q9C4E8	A0A812PZM6	unreviewed	A0A812PZM6_9DINO	RE1 protein	RE1 SMICCKB8_LOCUS12058	Symbiodinium sp. KB8	1707
UniRef50_A0A1Q9C4E8	A0A1Q9BWT7	unreviewed	A0A1Q9BWT7_SYMMI	Putative transposon protein (TY5A protein)	TY5A AK812_SmicGene45111 SMIC04503_LOCUS30067	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1694
UniRef50_A0A1Q9C4E8	A0A1Q9C4E8	unreviewed	A0A1Q9C4E8_SYMMI	Putative transposon protein	TY5A AK812_SmicGene42112	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2045
UniRef50_A0A1Q9C4G2	A0A813BMS2	unreviewed	A0A813BMS2_9DINO	SLC34A1 protein	SLC34A1 SMICCKB8_LOCUS30156	Symbiodinium sp. KB8	1972
UniRef50_A0A1Q9C4G2	A0A1Q9C4G2	unreviewed	A0A1Q9C4G2_SYMMI	Sodium-dependent phosphate transport protein 2A	SLC34A1 AK812_SmicGene42085	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2105
UniRef50_A0A1Q9C4G2	A0A812RZ36	unreviewed	A0A812RZ36_SYMMI	SLC34A1 protein	SLC34A1 SMIC04503_LOCUS13729	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1949
UniRef50_A0A1Q9C4M3	A0A813B2D6	unreviewed	A0A813B2D6_9DINO	RNase H type-1 domain-containing protein	SMICCKB8_LOCUS27790	Symbiodinium sp. KB8	548
UniRef50_A0A1Q9C4M3	A0A1Q9C4M3	unreviewed	A0A1Q9C4M3_SYMMI	RNase H type-1 domain-containing protein	AK812_SmicGene42048 SMIC04503_LOCUS22913	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	548
UniRef50_A0A1Q9C4Q0	A0A813CRH8	unreviewed	A0A813CRH8_9DINO	Uncharacterized protein	SMICCKB8_LOCUS39931	Symbiodinium sp. KB8	354
UniRef50_A0A1Q9C4Q0	A0A1Q9C4Q0	unreviewed	A0A1Q9C4Q0_SYMMI	Uncharacterized protein	AK812_SmicGene41984	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	606
UniRef50_A0A1Q9C4S6	A0A1Q9C4S6	unreviewed	A0A1Q9C4S6_SYMMI	Copia protein	GIP AK812_SmicGene41960	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	704
UniRef50_A0A1Q9C4S6	A0A812RLW1	unreviewed	A0A812RLW1_SYMMI	RE1 protein	RE1 SMIC04503_LOCUS13131	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	822
UniRef50_A0A1Q9C4T9	A0A1Q9C4T9	unreviewed	A0A1Q9C4T9_SYMMI	40S ribosomal protein S9-1	RPS9B AK812_SmicGene41937	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	769
UniRef50_A0A1Q9C4T9	A0A812VEW3	unreviewed	A0A812VEW3_SYMMI	RPS9B protein	RPS9B SMIC04503_LOCUS19510	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	578
UniRef50_A0A1Q9C4T9	A0A812VKS4	unreviewed	A0A812VKS4_9DINO	RPS9B protein	RPS9B STRI2592_LOCUS31440	Symbiodinium sp. CCMP2592	742
UniRef50_A0A1Q9C4Y8	A0A1Q9C4Y8	unreviewed	A0A1Q9C4Y8_SYMMI	Putative E3 ubiquitin-protein ligase HERC1	HERC1 AK812_SmicGene41901	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1504
UniRef50_A0A1Q9C519	A0A812YNT5	unreviewed	A0A812YNT5_9DINO	Uncharacterized protein	SMICCKB8_LOCUS21522	Symbiodinium sp. KB8	622
UniRef50_A0A1Q9C519	A0A1Q9C519	unreviewed	A0A1Q9C519_SYMMI	Uncharacterized protein	AK812_SmicGene41857 SMIC04503_LOCUS15706	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	622
UniRef50_A0A1Q9C519	A0A812NGW2	unreviewed	A0A812NGW2_9DINO	Uncharacterized protein	SNAT2548_LOCUS15181	Symbiodinium natans	653
UniRef50_A0A1Q9C519	A0A812TBM2	unreviewed	A0A812TBM2_9DINO	Uncharacterized protein	SNAT2548_LOCUS29422	Symbiodinium natans	653
UniRef50_A0A1Q9C5B8	A0A1Q9C5B8	unreviewed	A0A1Q9C5B8_SYMMI	Uncharacterized protein	AK812_SmicGene41742	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1119
UniRef50_A0A1Q9C5R0	A0A1Q9C5R0	unreviewed	A0A1Q9C5R0_SYMMI	Copia protein (GIP protein)	GIP AK812_SmicGene41595 SMIC04503_LOCUS26755	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1541
UniRef50_A0A1Q9C695	A0A813AHC1	unreviewed	A0A813AHC1_9DINO	BHLH domain-containing protein	SNEC2469_LOCUS27587	Symbiodinium necroappetens	67
UniRef50_A0A1Q9C695	A0A812MUG0	unreviewed	A0A812MUG0_9DINO	Cpt protein	cpt SMICCKB8_LOCUS8491	Symbiodinium sp. KB8	2144
UniRef50_A0A1Q9C695	A0A1Q9C695	unreviewed	A0A1Q9C695_SYMMI	Carboxypeptidase T	cpt AK812_SmicGene41390	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1965
UniRef50_A0A1Q9C695	A0A812PW09	unreviewed	A0A812PW09_SYMMI	Cpt protein	cpt SMIC04503_LOCUS10057	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1881
UniRef50_A0A1Q9C6A7	A0A813BVQ5	unreviewed	A0A813BVQ5_9DINO	GVINP1 protein	GVINP1 SNEC2469_LOCUS32266	Symbiodinium necroappetens	1634
UniRef50_A0A1Q9C6A7	A0A812M530	unreviewed	A0A812M530_9DINO	GVINP1 protein	GVINP1 SMICCKB8_LOCUS7880	Symbiodinium sp. KB8	1941
UniRef50_A0A1Q9C6A7	A0A1Q9C6A7	unreviewed	A0A1Q9C6A7_SYMMI	Interferon-induced very large GTPase 1	GVINP1 AK812_SmicGene41375	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1957
UniRef50_A0A1Q9C6A7	A0A812MHL3	unreviewed	A0A812MHL3_SYMMI	GVINP1 protein	GVINP1 SMIC04503_LOCUS6045	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1980
UniRef50_A0A1Q9C6F4	A0A1Q9C6F4	unreviewed	A0A1Q9C6F4_SYMMI	Retrovirus-related Pol polyprotein from transposon TNT 1-94	AK812_SmicGene41296	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1677
UniRef50_A0A1Q9C6I7	A0A1Q9C6I7	unreviewed	A0A1Q9C6I7_SYMMI	Putative mitochondrial protein (True protein)	true AK812_SmicGene41282 SMIC04503_LOCUS6099	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1516
UniRef50_A0A1Q9C753	A0A1Q9C753	unreviewed	A0A1Q9C753_SYMMI	Integrase catalytic domain-containing protein	AK812_SmicGene41038	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2348
UniRef50_A0A1Q9C7R3	A0A1Q9C7R3	unreviewed	A0A1Q9C7R3_SYMMI	alpha-amylase (EC 3.2.1.1)	amy AK812_SmicGene40856	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2799
UniRef50_A0A1Q9C7R3	A0A1Q9EYB8	unreviewed	A0A1Q9EYB8_SYMMI	Uncharacterized protein	AK812_SmicGene3707	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2617
UniRef50_A0A1Q9C7S8	A0A813ACZ3	unreviewed	A0A813ACZ3_9DINO	WW domain-containing protein	SNEC2469_LOCUS27311	Symbiodinium necroappetens	152
UniRef50_A0A1Q9C7S8	A0A1Q9C7S8	unreviewed	A0A1Q9C7S8_SYMMI	Catechol O-methyltransferase	COMT AK812_SmicGene40759	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	4436
UniRef50_A0A1Q9C7S8	A0A1Q9C8F0	unreviewed	A0A1Q9C8F0_SYMMI	Calcium-dependent protein kinase 34	CPK34 AK812_SmicGene40530	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3572
UniRef50_A0A1Q9C7S8	A0A1Q9CPD1	unreviewed	A0A1Q9CPD1_SYMMI	Integrase catalytic domain-containing protein	AK812_SmicGene34374	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3556
UniRef50_A0A1Q9C7S8	A0A1Q9ELV0	unreviewed	A0A1Q9ELV0_SYMMI	Integrase catalytic domain-containing protein	AK812_SmicGene8186	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3108
UniRef50_A0A1Q9C885	A0A1Q9C885	unreviewed	A0A1Q9C885_SYMMI	Caroteno-chlorophyll a-c-binding protein	AK812_SmicGene40608	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3671
UniRef50_A0A1Q9C890	A0A813C6V8	unreviewed	A0A813C6V8_9DINO	GIP protein	GIP SMICCKB8_LOCUS33750	Symbiodinium sp. KB8	1549
UniRef50_A0A1Q9C890	A0A1Q9C890	unreviewed	A0A1Q9C890_SYMMI	C3H1-type domain-containing protein	AK812_SmicGene40609	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1243
UniRef50_A0A1Q9C890	A0A813A7T3	unreviewed	A0A813A7T3_SYMMI	GIP protein	GIP SMIC04503_LOCUS30827	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1549
UniRef50_A0A1Q9C8G7	A0A1Q9C8G7	unreviewed	A0A1Q9C8G7_SYMMI	Metal transporter nramp1-like	nramp1 AK812_SmicGene40527	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3751
UniRef50_A0A1Q9C8G7	A0A813BBJ0	unreviewed	A0A813BBJ0_SYMMI	Nramp1 protein	nramp1 SMIC04503_LOCUS36486	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1321
UniRef50_A0A1Q9C8S6	A0A1Q9C8S6	unreviewed	A0A1Q9C8S6_SYMMI	Transposon Ty4-H Gag-Pol polyprotein	TY4B-H AK812_SmicGene40424	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	485
UniRef50_A0A1Q9C8X9	A0A1Q9C8X9	unreviewed	A0A1Q9C8X9_SYMMI	Aspartic proteinase CDR1	CDR1 AK812_SmicGene40331	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	192
UniRef50_A0A1Q9C900	A0A1Q9C900	unreviewed	A0A1Q9C900_SYMMI	Copia protein	GIP AK812_SmicGene40304	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	359
UniRef50_A0A1Q9C919	A0A812IJU2	unreviewed	A0A812IJU2_9DINO	CCHC-type domain-containing protein	SMICCKB8_LOCUS2363	Symbiodinium sp. KB8	894
UniRef50_A0A1Q9C919	A0A812NRA1	unreviewed	A0A812NRA1_9DINO	CCHC-type domain-containing protein	SMICCKB8_LOCUS10894	Symbiodinium sp. KB8	970
UniRef50_A0A1Q9C919	A0A1Q9C919	unreviewed	A0A1Q9C919_SYMMI	Peptidase A1 domain-containing protein	AK812_SmicGene40330	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1103
UniRef50_A0A1Q9C919	A0A1Q9EE29	unreviewed	A0A1Q9EE29_SYMMI	CCHC-type domain-containing protein	AK812_SmicGene11121	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	958
UniRef50_A0A1Q9C919	A0A812M5X3	unreviewed	A0A812M5X3_9DINO	CCHC-type domain-containing protein	STRI2592_LOCUS13285	Symbiodinium sp. CCMP2592	966
UniRef50_A0A1Q9C919	A0A812U3F2	unreviewed	A0A812U3F2_9DINO	CCHC-type domain-containing protein	STRI2592_LOCUS28785	Symbiodinium sp. CCMP2592	889
UniRef50_A0A1Q9C919	A0A812YX08	unreviewed	A0A812YX08_9DINO	Uncharacterized protein	STRI2592_LOCUS40779	Symbiodinium sp. CCMP2592	948
UniRef50_A0A1Q9C9A3	A0A812JCP2	unreviewed	A0A812JCP2_9DINO	Nlrc3 protein	Nlrc3 SMICCKB8_LOCUS3126	Symbiodinium sp. KB8	2010
UniRef50_A0A1Q9C9A3	A0A1Q9C9A3	unreviewed	A0A1Q9C9A3_SYMMI	Protein NLRC3	Nlrc3 AK812_SmicGene40259	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1928
UniRef50_A0A1Q9C9F0	A0A1Q9C9F0	unreviewed	A0A1Q9C9F0_SYMMI	Integrase catalytic domain-containing protein	AK812_SmicGene40143	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1938
UniRef50_A0A1Q9C9M6	A0A1Q9C9M6	unreviewed	A0A1Q9C9M6_SYMMI	Uncharacterized protein	AK812_SmicGene40049	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1573
UniRef50_A0A1Q9C9Y8	A0A812RUP1	unreviewed	A0A812RUP1_9DINO	LTA4H protein	LTA4H SLIN2456_LOCUS15021	Symbiodinium sp. CCMP2456	679
UniRef50_A0A1Q9C9Y8	A0A813A0D3	unreviewed	A0A813A0D3_9DINO	LTA4H protein	LTA4H SNEC2469_LOCUS26055	Symbiodinium necroappetens	561
UniRef50_A0A1Q9C9Y8	A0A813AVQ3	unreviewed	A0A813AVQ3_9DINO	LTA4H protein	LTA4H SMICCKB8_LOCUS26745	Symbiodinium sp. KB8	830
UniRef50_A0A1Q9C9Y8	A0A1Q9C9Y8	unreviewed	A0A1Q9C9Y8_SYMMI	LTA4H protein (Leukotriene A-4 hydrolase)	LTA4H AK812_SmicGene39921 SMIC04503_LOCUS27737	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	830
UniRef50_A0A1Q9C9Y8	A0A812XWD3	unreviewed	A0A812XWD3_9DINO	LTA4H protein	LTA4H STRI2592_LOCUS37579	Symbiodinium sp. CCMP2592	558
UniRef50_A0A1Q9C9Y8	A0A812UD77	unreviewed	A0A812UD77_9DINO	LTA4H protein	LTA4H SNAT2548_LOCUS31685	Symbiodinium natans	701
UniRef50_A0A1Q9C9Z4	A0A1Q9C9Z4	unreviewed	A0A1Q9C9Z4_SYMMI	Copia protein	GIP AK812_SmicGene39937	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1933
UniRef50_A0A1Q9CA10	A0A812IKI2	unreviewed	A0A812IKI2_9DINO	Calmodulin	KCNC2 SMICCKB8_LOCUS2273	Symbiodinium sp. KB8	280
UniRef50_A0A1Q9CA10	A0A1Q9CA10	unreviewed	A0A1Q9CA10_SYMMI	Calmodulin	Kcnc2 AK812_SmicGene39919	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2519
UniRef50_A0A1Q9CA10	A0A1Q9D187	unreviewed	A0A1Q9D187_SYMMI	Sodium channel protein type 10 subunit alpha	Scn10a AK812_SmicGene29636	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2418
UniRef50_A0A1Q9CA10	A0A812JGJ9	unreviewed	A0A812JGJ9_SYMMI	Calmodulin	KCNC2 SMIC04503_LOCUS1876	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	280
UniRef50_A0A1Q9CA75	A0A1Q9CA75	unreviewed	A0A1Q9CA75_SYMMI	Uncharacterized protein	AK812_SmicGene39838	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1196
UniRef50_A0A1Q9CA84	A0A1Q9CA84	unreviewed	A0A1Q9CA84_SYMMI	Uncharacterized protein	AK812_SmicGene39855	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1130
UniRef50_A0A1Q9CA84	A0A812WW03	unreviewed	A0A812WW03_SYMMI	Uncharacterized protein	SMIC04503_LOCUS23021	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	308
UniRef50_A0A1Q9CAF5	A0A1Q9CAF5	unreviewed	A0A1Q9CAF5_SYMMI	Transposon Ty4-J Gag-Pol polyprotein	TY4B-J AK812_SmicGene39752	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1555
UniRef50_A0A1Q9CAQ0	A0A1Q9CAQ0	unreviewed	A0A1Q9CAQ0_SYMMI	Thyroglobulin type-1 domain-containing protein	AK812_SmicGene39642	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	118
UniRef50_A0A1Q9CAS0	A0A1Q9CAS0	unreviewed	A0A1Q9CAS0_SYMMI	CCHC-type domain-containing protein	AK812_SmicGene39728	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2613
UniRef50_A0A1Q9CAS0	A0A813B851	unreviewed	A0A813B851_SYMMI	CCHC-type domain-containing protein	SMIC04503_LOCUS35644	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2548
UniRef50_A0A1Q9CAU2	A0A812QIN4	unreviewed	A0A812QIN4_9DINO	WW domain-containing protein	SLIN2456_LOCUS12149	Symbiodinium sp. CCMP2456	888
UniRef50_A0A1Q9CAU2	A0A813AW77	unreviewed	A0A813AW77_9DINO	WW domain-containing protein	SNEC2469_LOCUS28904	Symbiodinium necroappetens	888
UniRef50_A0A1Q9CAU2	A0A1Q9CAU2	unreviewed	A0A1Q9CAU2_SYMMI	WW domain-containing protein	AK812_SmicGene39581	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	889
UniRef50_A0A1Q9CAW6	A0A812Z6B8	unreviewed	A0A812Z6B8_9DINO	Sym-1 protein	sym-1 SLIN2456_LOCUS31014	Symbiodinium sp. CCMP2456	182
UniRef50_A0A1Q9CAW6	A0A1Q9CAW6	unreviewed	A0A1Q9CAW6_SYMMI	Protein sym-1	sym-1 AK812_SmicGene39562	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	199
UniRef50_A0A1Q9CB02	A0A812QL58	unreviewed	A0A812QL58_9DINO	Uncharacterized protein	SMICCKB8_LOCUS13098	Symbiodinium sp. KB8	1833
UniRef50_A0A1Q9CB02	A0A1Q9CB02	unreviewed	A0A1Q9CB02_SYMMI	Uncharacterized protein	AK812_SmicGene39543 SMIC04503_LOCUS10288	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1833
UniRef50_A0A1Q9CB02	A0A812M6R5	unreviewed	A0A812M6R5_9DINO	Uncharacterized protein	SNAT2548_LOCUS12715	Symbiodinium natans	2270
UniRef50_A0A1Q9CB03	A0A1Q9CB03	unreviewed	A0A1Q9CB03_SYMMI	Uncharacterized protein	AK812_SmicGene39517	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	563
UniRef50_A0A1Q9CB19	A0A1Q9CB19	unreviewed	A0A1Q9CB19_SYMMI	Uncharacterized protein	AK812_SmicGene39544	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	432
UniRef50_A0A1Q9CB46	A0A812PB33	unreviewed	A0A812PB33_9DINO	Prpf4 protein	Prpf4 SNEC2469_LOCUS8864	Symbiodinium necroappetens	155
UniRef50_A0A1Q9CB46	A0A1Q9C8Q4	unreviewed	A0A1Q9C8Q4_SYMMI	U4/U6 small nuclear ribonucleoprotein Prp4	Prpf4 AK812_SmicGene40432	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1195
UniRef50_A0A1Q9CB46	A0A1Q9CB46	unreviewed	A0A1Q9CB46_SYMMI	C3H1-type domain-containing protein	AK812_SmicGene39472	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1474
UniRef50_A0A1Q9CB63	A0A812NWC6	unreviewed	A0A812NWC6_9DINO	SGR1 protein	SGR1 SNEC2469_LOCUS7944	Symbiodinium necroappetens	1412
UniRef50_A0A1Q9CB63	A0A812IKN8	unreviewed	A0A812IKN8_9DINO	SGR1 protein	SGR1 SMICCKB8_LOCUS2452	Symbiodinium sp. KB8	1505
UniRef50_A0A1Q9CB63	A0A1Q9CB63	unreviewed	A0A1Q9CB63_SYMMI	Strictosidine-O-beta-D-glucosidase	SGR1 AK812_SmicGene39467	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1519
UniRef50_A0A1Q9CB63	A0A813ANK3	unreviewed	A0A813ANK3_SYMMI	SGR1 protein	SGR1 SMIC04503_LOCUS33009	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1303
UniRef50_A0A1Q9CB65	A0A1Q9CB65	unreviewed	A0A1Q9CB65_SYMMI	Branched-chain-amino-acid aminotransferase-like protein 3, chloroplastic	AK812_SmicGene39455	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1563
UniRef50_A0A1Q9CB65	A0A812T392	unreviewed	A0A812T392_SYMMI	DAAT protein	DAAT SMIC04503_LOCUS15652	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1523
UniRef50_A0A1Q9CBJ7	A0A812IQB4	unreviewed	A0A812IQB4_9DINO	MhkB protein	mhkB SNEC2469_LOCUS295	Symbiodinium necroappetens	95
UniRef50_A0A1Q9CBJ7	A0A1Q9CBJ7	unreviewed	A0A1Q9CBJ7_SYMMI	phosphoenolpyruvate carboxykinase (ATP) (EC 4.1.1.49)	pckA AK812_SmicGene39305	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	948
UniRef50_A0A1Q9CBJ7	A0A1Q9F7F5	unreviewed	A0A1Q9F7F5_SYMMI	phosphoenolpyruvate carboxykinase (ATP) (EC 4.1.1.49)	pckA AK812_SmicGene148	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	917
UniRef50_A0A1Q9CBJ7	A0A813ABY0	unreviewed	A0A813ABY0_SYMMI	phosphoenolpyruvate carboxykinase (ATP) (EC 4.1.1.49)	pckA SMIC04503_LOCUS31492	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	853
UniRef50_A0A1Q9CBJ7	A0A812P880	unreviewed	A0A812P880_9DINO	phosphoenolpyruvate carboxykinase (ATP) (EC 4.1.1.49)	pckA STRI2592_LOCUS18166	Symbiodinium sp. CCMP2592	969
